tower_id,adm3_name,lat_r,lon_r,lat,lon,cell_count,radios,networks,max_range_m,nearest_other_site_km,isolation_score,earthquake_raw,cyclone_raw,earthquake_score,cyclone_score,flood_score,historical_hazard_score,legacy_score,analysis_area,adm2_name,adm2_pcode,estimated_population_nearest,estimated_population_primary_5km,estimated_people_per_cell,flood_frequency,flood_count,flood_history_score,historical_flood_exposed_population_assigned
3756,Kyauktada,16.77654,96.15852,16.776535,96.158524,1,UMTS,MPT,1000,0.0033358524071104,0.0100201888358147,145.89735745526076,0.0684251112511128,0.6393082539606505,0.9894516922457331,0.0,0.6918297697034128,0.55,Yangon City,Yangon (West),MMR013D004,699.50048828125,699.50048828125,699.50048828125,0.0,0.0,0.0,0.0
3757,Kyauktada,16.77654,96.16127,16.776535,96.16127,1,UMTS,Telenor,1000,0.0305444452875083,0.0926528422962662,145.81866920022696,0.0684635065691609,0.6357078499421334,0.991277308046538,0.0,0.6890432686577941,0.55,Yangon City,Yangon (West),MMR013D004,553.1538696289062,553.1538696289062,553.1538696289062,0.0,0.0,0.0,0.0
3758,Kyauktada,16.77681,96.15852,16.776809692383,96.15852355957,10,"GSM, LTE, UMTS","MPT, Ooredoo, Telenor",1000,0.0305444775573859,0.0926529403000705,145.90271759080682,0.0684177711020595,0.6395535085231201,0.9891026837526884,0.0,0.6919858848075553,0.25,Yangon City,Yangon (West),MMR013D004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3759,Kyauktada,16.77681,96.15887,16.77681,96.158867,1,UMTS,MPT,1000,0.0365634458131073,0.1109325815976109,145.89290141246963,0.0684225648646109,0.6391043664254015,0.98933061697747,0.0,0.6916383040082117,0.55,Yangon City,Yangon (West),MMR013D004,578.0044555664062,578.0044555664062,578.0044555664062,0.0,0.0,0.0,0.0
3760,Kyauktada,16.77681,96.1599,16.776809692383,96.159896850586,7,UMTS,"MPT, Ooredoo, Telenor",1000,0.0194074166971864,0.0588296222521962,145.86340902505603,0.068436971308028,0.6377549336528235,0.9900156127548896,0.0,0.6905940355181334,0.55,Yangon City,Yangon (West),MMR013D004,558.35302734375,558.35302734375,79.76471819196429,0.0,0.0,0.0,0.0
3761,Kyauktada,16.77681,96.16031,16.77681,96.160309,1,GSM,Telenor,1000,0.0048972620091447,0.0147621988001621,145.85160039544155,0.0684427248375228,0.6372146263668266,0.9902891808587638,0.0,0.6901758095406172,0.75,Yangon City,Yangon (West),MMR013D004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3762,Kyauktada,16.77681,96.16036,16.77681,96.160355,1,UMTS,Telenor,1000,0.0048972620091447,0.0147621988001621,145.85028126502266,0.0684433678893143,0.637154269170456,0.9903197566052576,0.0,0.6901290922856762,0.55,Yangon City,Yangon (West),MMR013D004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3763,Kyauktada,16.77681,96.16127,16.776809692383,96.161270141602,16,"LTE, UMTS","MPT, Ooredoo, Telenor",1000,0.0305444452875083,0.0926528422962662,145.82401100209216,0.0684561685302158,0.6359522656416977,0.9909283998846528,0.0,0.6891986857781409,0.25,Yangon City,Yangon (West),MMR013D004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3764,Kyauktada,16.77681,96.16173,16.77681,96.161728,1,UMTS,Telenor,1000,0.0487446324297346,0.1479269155881062,145.81086151713774,0.0684625600431742,0.6353506071292423,0.9912323027468,0.0,0.688732861471876,0.55,Yangon City,Yangon (West),MMR013D004,560.501953125,560.501953125,560.501953125,0.0,0.0,0.0,0.0
3765,Kyauktada,16.77681,96.16264,16.776809692383,96.162643432617,3,UMTS,"MPT, Ooredoo",1000,0.0730934941752932,0.2218745491030581,145.78452225939168,0.0684753627598881,0.6341454467226106,0.9918410447266658,0.0,0.6877997864232188,0.55,Yangon City,Yangon (West),MMR013D004,548.1272583007812,548.1272583007812,182.7090861002604,0.0,0.0,0.0,0.0
3766,Kyauktada,16.77681,96.16333,16.77681,96.16333,1,UMTS,Telenor,1000,0.02437984782772,0.0739309242662876,145.76475146685456,0.0684849494335751,0.6332408283539693,0.9922968706932104,0.0,0.6870992347048555,0.55,Yangon City,Yangon (West),MMR013D004,1077.6705322265625,1077.6705322265625,1077.6705322265625,0.0,0.0,0.0,0.0
3767,Kyauktada,16.77681,96.16356,16.77681,96.163559,1,UMTS,Telenor,1000,0.019482585815867,0.0590579112990488,145.75814982245288,0.0684881495806819,0.6329387681923552,0.9924490308892988,0.0,0.6868653075968967,0.55,Yangon City,Yangon (West),MMR013D004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3768,Kyauktada,16.77681,96.16374,16.77681,96.163742,1,GSM,MPT,1000,0.019482585815867,0.0590579112990488,145.752872370805,0.0684907068433725,0.6326972968557191,0.9925706232972302,0.0,0.6866782958219457,0.75,Yangon City,Yangon (West),MMR013D004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3769,Kyauktada,16.77681,96.16402,16.776809692383,96.164016723633,1,UMTS,MPT,1000,0.0292477072163607,0.0887146412972976,145.74494055820531,0.0684945539883483,0.632334374460938,0.9927535468674168,0.0,0.6863972503219098,0.55,Yangon City,Yangon (West),MMR013D004,487.6258850097656,487.6258850097656,487.6258850097656,0.0,0.0,0.0,0.0
3770,Kyauktada,16.77689,96.15974,16.77689,96.159735,1,GSM,Telenor,1000,0.0194074166971864,0.0588296222521962,145.86960995989796,0.0684325638280281,0.6380386592318678,0.9898060464447604,0.0,0.6908037673138017,0.75,Yangon City,Yangon (West),MMR013D004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3771,Kyauktada,16.77708,96.15976,16.777084,96.15976,1,UMTS,Ooredoo,1000,0.0217354177610913,0.0658997749063531,145.87267163690234,0.0684277323631926,0.6381787471545856,0.9895763205564704,0.0,0.6908883831648682,0.55,Yangon City,Yangon (West),MMR013D004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3772,Kyauktada,16.7772,96.15911,16.777202,96.159112,1,UMTS,Ooredoo,1000,0.0377130001886094,0.1144237848642542,145.89352587221188,0.0684155236938536,0.6391329387627148,0.988995824267209,0.0,0.691612371588389,0.55,Yangon City,Yangon (West),MMR013D004,492.696044921875,492.696044921875,492.696044921875,0.0,0.0,0.0,0.0
3773,Kyauktada,16.77736,96.1588,16.777359,96.158798,1,GSM,Telenor,1000,0.0377130001886094,0.1144237848642542,145.90556961997308,0.0684069432519558,0.6396840039479676,0.9885878424844572,0.0,0.6920195797284411,0.75,Yangon City,Yangon (West),MMR013D004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3774,Kyauktada,16.7775,96.15955,16.777496,96.159554,1,LTE,Ooredoo,1000,0.050791233168157,0.1541424538312397,145.88659991058543,0.068413851787666,0.6388160393720591,0.9889163286800172,0.0,0.6913310827682527,0.25,Yangon City,Yangon (West),MMR013D004,437.6837463378906,437.6837463378906,437.6837463378906,0.0,0.0,0.0,0.0
3775,Kyauktada,16.7775,96.16127,16.777496,96.16127,2,"GSM, UMTS",Telenor,1000,0.0697554324508333,0.2117368363988626,145.8373811933381,0.0684378307933804,0.6365640226347782,0.990056479457384,0.0,0.6895878911581691,0.55,Yangon City,Yangon (West),MMR013D004,438.4761657714844,438.4761657714844,219.2380828857422,0.0,0.0,0.0,0.0
3776,Kyauktada,16.77772,96.16188,16.777725,96.16188,1,GSM,MPT,1000,0.0382257934350543,0.1159811409104344,145.8243141422783,0.0684402354189629,0.6359661359091711,0.9901708142951082,0.0,0.6890968376670616,0.75,Yangon City,Yangon (West),MMR013D004,994.1055908203125,994.1055908203125,994.1055908203125,0.0,0.0,0.0,0.0
3777,Kyauktada,16.77804,96.16203,16.778036,96.162033,1,LTE,Telenor,1000,0.0182386023461236,0.0552799263287236,145.8259772590746,0.0684340640591828,0.6360422323023884,0.9898773792488652,0.0,0.6891175043443598,0.25,Yangon City,Yangon (West),MMR013D004,430.76568603515625,430.76568603515625,430.76568603515625,0.0,0.0,0.0,0.0
3778,Kyauktada,16.77818,96.15852,16.778182983398,96.15852355957,5,UMTS,"MPT, Telenor",1000,0.0486997707831935,0.1477906705088921,145.92948842599927,0.0683811159128623,0.6407784158814618,0.9873598073817746,0.0,0.6927656246065086,0.55,Yangon City,Yangon (West),MMR013D004,358.0849609375,358.0849609375,71.6169921875,0.0,0.0,0.0,0.0
3779,Kyauktada,16.77818,96.15898,16.778183,96.158981,1,UMTS,Telenor,1000,0.0486997707831935,0.1477906705088921,145.91640256138254,0.0683875063327117,0.6401796683360803,0.9876636582689134,0.0,0.6923022668260053,0.55,Yangon City,Yangon (West),MMR013D004,499.40521240234375,499.40521240234375,499.40521240234375,0.0,0.0,0.0,0.0
3780,Kyauktada,16.77818,96.1599,16.778182983398,96.159896850586,3,UMTS,"MPT, Telenor",1000,0.0704960960656681,0.2139862360677262,145.89017293966066,0.0684003010562482,0.6389795243576545,0.9882720201901706,0.0,0.6913733987325319,0.55,Yangon City,Yangon (West),MMR013D004,377.3343200683594,377.3343200683594,125.77810668945312,0.0,0.0,0.0,0.0
3781,Kyauktada,16.77818,96.16127,16.778182983398,96.161270141602,4,"LTE, UMTS","Ooredoo, Telenor",1000,0.0731239399412299,0.2219670130697558,145.8507697999099,0.0684194832156601,0.6371766222264547,0.9891840911169432,0.0,0.6899777425600279,0.25,Yangon City,Yangon (West),MMR013D004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3782,Kyauktada,16.77818,96.16196,16.778183,96.161957,1,UMTS,Telenor,1000,0.0182386023461236,0.0552799263287236,145.8310294387287,0.0684290757033569,0.6362733962533648,0.9896401935273056,0.0,0.6892784158444559,0.55,Yangon City,Yangon (West),MMR013D004,547.1212768554688,547.1212768554688,547.1212768554688,0.0,0.0,0.0,0.0
3783,Kyauktada,16.77818,96.16402,16.778182983398,96.164016723633,10,"GSM, UMTS","MPT, Ooredoo, Telenor",1000,0.1202365206676407,0.3650481923834331,145.77169835079218,0.0684578385476931,0.6335586850510637,0.991007805667682,0.0,0.6871760531435565,0.55,Yangon City,Yangon (West),MMR013D004,741.8334655761719,741.8334655761719,74.18334655761718,0.0,0.0,0.0,0.0
3784,Kyauktada,16.77832,96.16058,16.77832,96.160583,1,GSM,MPT,1000,0.0746203483219004,0.2265116139500294,145.87316960342366,0.0684062270817849,0.6382015317577476,0.9885537901143636,0.0,0.69075437051124,0.75,Yangon City,Yangon (West),MMR013D004,377.588134765625,377.588134765625,377.588134765625,0.0,0.0,0.0,0.0
3785,Kyauktada,16.77864,96.15944,16.778641,96.159439,1,UMTS,Telenor,1000,0.0402572200362417,0.1221505952112923,145.91223006259276,0.0683816804097526,0.6399887544391646,0.9873866480096156,0.0,0.6920984384747322,0.55,Yangon City,Yangon (West),MMR013D004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3786,Kyauktada,16.77873,96.15907,16.778732,96.159073,1,UMTS,Telenor,1000,0.0402572200362417,0.1221505952112923,145.92448683106628,0.068374140333724,0.6405495664491291,0.9870281334136468,0.0,0.6925213514938068,0.55,Yangon City,Yangon (West),MMR013D004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3787,Kyauktada,16.77877,96.16304,16.778772,96.163036,1,UMTS,Ooredoo,1000,0.0691967324608237,0.2100400613077815,145.81146329386047,0.0684284066230145,0.6353781415983933,0.9896083801785094,0.0,0.6885126773854107,0.55,Yangon City,Yangon (West),MMR013D004,543.302978515625,543.302978515625,543.302978515625,0.0,0.0,0.0,0.0
3788,Kyauktada,16.77921,96.16058,16.779213,96.160583,1,GSM,MPT,1000,0.0381399125202471,0.1157203200769819,145.89060384366488,0.0683823871194076,0.6389992404958217,0.9874202505522762,0.0,0.6912623920042898,0.75,Yangon City,Yangon (West),MMR013D004,472.49627685546875,472.49627685546875,472.49627685546875,0.0,0.0,0.0,0.0
3789,Kyauktan,16.63124,96.32332,16.631240844727,96.323318481445,1,UMTS,Ooredoo,1000,0.1463151194472139,0.4442490472442198,138.34224571037686,0.0748806110675592,0.2936219164641194,1.0,0.0,0.3995786289945015,0.55,Kyauktan,Yangon (South),MMR013D003,13909.901990771294,9015.858148813248,13909.901990771294,0.0,0.0,0.0,8584.59175813198
3790,Kyauktan,16.63124,96.32469,16.631240844727,96.324691772461,1,UMTS,Ooredoo,1000,0.1463151194472139,0.4442490472442198,138.2941917466585,0.0749010539945896,0.2914231933636649,1.0,0.0,0.3977097143591152,0.55,Kyauktan,Yangon (South),MMR013D003,23830.482986986637,3226.8649668693542,23830.482986986637,0.0,0.0,0.0,20522.34903228283
3791,Kyauktan,16.63261,96.32469,16.632614135742,96.324691772461,1,UMTS,MPT,1000,0.1463140718578957,0.44424586570942,138.31098241219368,0.0748605912816291,0.292191455153693,1.0,0.0,0.398362736880639,0.55,Kyauktan,Yangon (South),MMR013D003,1124.8602962493896,1124.8602962493896,1124.8602962493896,0.0,0.0,0.0,0.0
3792,Kyauktan,16.63261,96.32607,16.632614135742,96.326065063477,2,UMTS,"MPT, Ooredoo",1000,0.1463140718578957,0.44424586570942,138.26284668851082,0.0748810137009728,0.289988991102259,1.0,0.0,0.3964906424369202,0.55,Kyauktan,Yangon (South),MMR013D003,1398.1183856129646,620.0556826591492,699.0591928064823,0.0,0.0,0.0,827.5336992144585
3793,Kyauktan,16.63399,96.32744,16.633987426758,96.327438354492,1,UMTS,Ooredoo,1000,0.211485042102192,0.64217047811222,138.2314848379857,0.0748609555450349,0.2885540205007346,1.0,0.0,0.3952709174256243,0.55,Kyauktan,Yangon (South),MMR013D003,96999.89802116156,8873.247014403343,96999.89802116156,0.0,0.0,0.0,61299.482825785875
3794,Kyauktan,16.6396,96.32477,16.639595,96.324768,1,UMTS,Telenor,1000,0.0642563890308816,0.195036209825402,138.39480618251315,0.0746563296156103,0.2960268361692696,1.0,0.0,0.4016228107438792,0.55,Kyauktan,Yangon (South),MMR013D003,2608.2958409786224,2608.2958409786224,2608.2958409786224,0.0,0.0,0.0,0.0
3795,Kyauktan,16.64015,96.3246,16.64015,96.3246,1,UMTS,Telenor,1000,0.0642563890308816,0.195036209825402,138.4076552011112,0.0746375334711223,0.2966147467561106,1.0,0.0,0.402122534742694,0.55,Kyauktan,Yangon (South),MMR013D003,720.63916015625,720.63916015625,720.63916015625,0.0,0.0,0.0,0.0
3796,Kyauktan,16.64085,96.26564,16.640853881836,96.265640258789,1,UMTS,MPT,1000,0.1463077845487065,0.4442267711151602,140.41447731963143,0.0737404939780175,0.38843747705895,1.0,0.0,0.4801718555001074,0.55,Kyauktan,Yangon (South),MMR013D003,13879.871309280396,6328.401095628738,13879.871309280396,4.0,2.0,0.7739760316291208,9015.754720211029
3797,Kyauktan,16.64085,96.26701,16.640853881836,96.267013549805,2,UMTS,MPT,1000,0.1463077844416299,0.4442267707899678,140.369554193394,0.0737609867381569,0.3863820063389537,1.0,0.0,0.4784247053881106,0.55,Kyauktan,Yangon (South),MMR013D003,704.1172513961792,704.1172513961792,352.0586256980896,0.0,0.0,0.0,438.6956539154053
3798,Kyauktan,16.64085,96.26839,16.640853881836,96.26838684082,1,UMTS,MPT,1000,0.1463077844416299,0.4442267707899678,140.32455217369755,0.0737814757931542,0.3843229258257702,1.0,0.0,0.4766744869519047,0.55,Kyauktan,Yangon (South),MMR013D003,937.68357026577,927.2619208097458,937.68357026577,1.0,29.0,0.33333333333333337,612.6856745481491
3799,Kyauktan,16.64085,96.27251,16.640853881836,96.272506713867,1,UMTS,MPT,1000,0.4389233535307946,1.0,140.18907420670206,0.0738429206282039,0.3781240920025826,1.0,0.0,0.4714054782021952,0.55,Kyauktan,Yangon (South),MMR013D003,9731.97598707676,8715.19526720047,9731.97598707676,1.0,29.0,0.33333333333333337,5755.788403391838
3800,Kyauktan,16.64095,96.32443,16.64095,96.324432,1,UMTS,Telenor,1000,0.090738828439435,0.275463531004916,138.42359777395592,0.0746115457935781,0.2973442038181713,1.0,0.0,0.4027425732454456,0.55,Kyauktan,Yangon (South),MMR013D003,16826.832506775856,14315.759121418,16826.832506775856,0.0,0.0,0.0,995.6441669464111
3801,Kyauktan,16.66695,96.26976,16.666946411133,96.269760131836,1,UMTS,MPT,1000,0.7926340941875297,1.0,140.62879413424386,0.0730512283740115,0.3982436053081401,1.0,0.0,0.488507064511919,0.55,Kyauktan,Yangon (South),MMR013D003,5224.5687510967255,5224.5687510967255,5224.5687510967255,0.0,0.0,0.0,81.93472099304199
3802,Kyauktan,16.66832,96.25191,16.668319702148,96.251907348633,1,UMTS,MPT,1000,1.1082374219977,1.0,141.23041475785288,0.0727495095052878,0.4257709320983249,1.0,0.0,0.5119052922835762,0.55,Kyauktan,Yangon (South),MMR013D003,11490.489765167236,9142.312143564224,11490.489765167236,0.0,0.0,0.0,6236.392555475235
3803,Kyauktan,16.66969,96.27663,16.669692993164,96.276626586914,1,UMTS,MPT,1000,0.2925715101672492,0.8884305491642243,140.43960864981807,0.0730732629486624,0.3895873683884222,1.0,0.0,0.4811492631301588,0.55,Kyauktan,Yangon (South),MMR013D003,1812.7727336883545,1812.7727336883545,1812.7727336883545,0.0,0.0,0.0,0.0
3804,Kyauktan,16.66969,96.27937,16.669692993164,96.279373168945,1,UMTS,MPT,1000,0.1527032047082483,0.4636496990151964,140.3480137233978,0.0731135058009778,0.3853964158629444,1.0,0.0,0.4775869534835028,0.55,Kyauktan,Yangon (South),MMR013D003,2006.3392827510834,2006.3392827510834,2006.3392827510834,0.0,0.0,0.0,0.0
3805,Kyauktan,16.67107,96.27937,16.67106628418,96.279373168945,1,UMTS,MPT,1000,0.1527032047082483,0.4636496990151964,140.3672753101635,0.0730741019707393,0.3862777353732638,1.0,0.0,0.4783360750672742,0.55,Kyauktan,Yangon (South),MMR013D003,554.0089168548584,554.0089168548584,554.0089168548584,0.0,0.0,0.0,0.0
3806,Kyauktan,16.67244,96.28212,16.672439575195,96.282119750977,2,"GSM, UMTS",MPT,1000,0.1462836551680141,0.4441534900468692,140.29466694172865,0.0730748801996735,0.3829555183361907,1.0,0.0,0.4755121905857621,0.55,Kyauktan,Yangon (South),MMR013D003,5972.208040475845,5972.208040475845,2986.1040202379227,0.0,0.0,0.0,0.0
3807,Kyauktan,16.67793,96.26701,16.677932739258,96.267013549805,2,UMTS,MPT,1000,0.5851178167308103,1.0,140.87508610844347,0.0726970118666657,0.4095127662935493,1.0,0.0,0.4980858513495169,0.55,Kyauktan,Yangon (South),MMR013D003,3235.6558713912964,3235.6558713912964,1617.8279356956482,0.0,0.0,0.0,0.0
3808,Kyauktan,16.68617,96.30959,16.686172485352,96.309585571289,1,UMTS,Ooredoo,1000,0.9617886054746694,1.0,139.5535752143755,0.0730793185423663,0.3490466505883159,1.0,0.0,0.4466896530000686,0.55,Kyauktan,Yangon (South),MMR013D003,12968.679019093513,10040.278391242027,12968.679019093513,0.0,0.0,0.0,415.7447350025177
3809,Kyeemyindaing,16.7944,96.12388,16.794397,96.123878,1,GSM,Telenor,1000,0.0841261361873566,0.2553807465070717,147.2179449984285,0.067469119705423,0.6997321214766181,0.9439963252903956,0.0,0.7363717520486848,0.75,Yangon City,Yangon (West),MMR013D004,652.0859069824219,652.0859069824219,652.0859069824219,0.0,0.0,0.0,0.0
3810,Kyeemyindaing,16.79466,96.12282,16.794662475586,96.122817993164,4,"GSM, UMTS","MPT, Ooredoo, Telenor",1000,0.1166374951095469,0.3541179310117938,147.2520690538919,0.0674474196375074,0.7012934775692871,0.942964533163672,0.0,0.7375441359084448,0.55,Yangon City,Yangon (West),MMR013D004,1148.1635208129883,1148.1635208129883,287.04088020324707,0.0,0.0,0.0,0.0
3811,Kyeemyindaing,16.79466,96.12556,16.794662475586,96.125564575195,1,UMTS,Telenor,1000,0.1056736819601524,0.3208207672605673,147.1775979207536,0.0674855767544492,0.6978860291908803,0.9447788230079354,0.0,0.7349199482634385,0.55,Yangon City,Yangon (West),MMR013D004,1001.5683288574219,1001.5683288574219,1001.5683288574219,0.0,0.0,0.0,0.0
3812,Kyeemyindaing,16.79466,96.12694,16.794662475586,96.126937866211,1,UMTS,Telenor,1000,0.1057061790907638,0.3209194612336104,147.14022703655286,0.0675046511592561,0.6961761135040455,0.9456857704321664,0.0,0.7336025620432636,0.55,Yangon City,Yangon (West),MMR013D004,874.5454406738281,874.5454406738281,874.5454406738281,0.0,0.0,0.0,0.0
3813,Kyeemyindaing,16.79466,96.12831,16.794662475586,96.128311157227,1,UMTS,MPT,1000,0.1461898661700623,0.4438686523193093,147.10276599290327,0.0675237227836009,0.6944620725453804,0.9465925856513364,0.0,0.7322816495112738,0.55,Yangon City,Yangon (West),MMR013D004,890.4551544189453,890.4551544189453,890.4551544189453,0.0,0.0,0.0,0.0
3814,Kyeemyindaing,16.79535,96.12625,16.795349,96.126251,1,UMTS,Ooredoo,1000,0.1056736819601524,0.3208207672605673,147.17296165136582,0.0674770701740761,0.6976738953352298,0.944374353183764,0.0,0.73467896401251,0.55,Yangon City,Yangon (West),MMR013D004,446.826416015625,446.826416015625,446.826416015625,0.0,0.0,0.0,0.0
3815,Kyeemyindaing,16.79604,96.12282,16.796035766602,96.122817993164,1,UMTS,Ooredoo,1000,0.1527032045968448,0.4636496986768632,147.28019610605497,0.0674113725653893,0.7025804390299716,0.9412505714678984,0.0,0.7383809588956606,0.55,Yangon City,Yangon (West),MMR013D004,3842.9080505371094,3842.9080505371094,3842.9080505371094,0.0,0.0,0.0,0.0
3816,Kyeemyindaing,16.79604,96.12556,16.796035766602,96.125564575195,4,UMTS,"Ooredoo, Telenor",1000,0.0704790242808407,0.2139343889587707,147.20569465551884,0.0674494998768833,0.6991716034701991,0.9430634441264448,0.0,0.735755379568636,0.55,Yangon City,Yangon (West),MMR013D004,1493.4848937988281,1493.4848937988281,373.37122344970703,0.0,0.0,0.0,0.0
3817,Kyeemyindaing,16.79604,96.12785,16.796036,96.127853,1,GSM,Telenor,1000,0.1602778368523752,0.4866539005116642,147.14334959324077,0.0674812525731011,0.696318986994408,0.9445732173717284,0.0,0.733557121551006,0.75,Yangon City,Yangon (West),MMR013D004,1501.5341491699219,1501.5341491699219,1501.5341491699219,0.0,0.0,0.0,0.0
3818,Kyeemyindaing,16.79649,96.12602,16.796494,96.126022,1,GSM,Telenor,1000,0.0704790242808407,0.2139343889587707,147.20264342916082,0.0674438127340821,0.699031993719848,0.9427930325688062,0.0,0.7355961495471917,0.75,Yangon City,Yangon (West),MMR013D004,1174.2633056640625,1174.2633056640625,1174.2633056640625,0.0,0.0,0.0,0.0
3819,Kyeemyindaing,16.79741,96.12282,16.797409057617,96.122817993164,1,UMTS,Ooredoo,1000,0.0366274148630884,0.1111268559712443,147.30840489795054,0.0673753421244894,0.7038711405159136,0.939537400551217,0.0,0.7392210795212091,0.55,Yangon City,Yangon (West),MMR013D004,878.7785949707031,878.7785949707031,878.7785949707031,0.0,0.0,0.0,0.0
3820,Kyeemyindaing,16.79741,96.12556,16.797409057617,96.125564575195,3,"GSM, UMTS","MPT, Telenor",1000,0.1128010646215902,0.3424666694993021,147.2338728808623,0.0674134396538409,0.7004609063746501,0.9413488571321614,0.0,0.7365940989882768,0.55,Yangon City,Yangon (West),MMR013D004,1291.3159790039062,1291.3159790039062,430.43865966796875,0.0,0.0,0.0,0.0
3821,Kyeemyindaing,16.79741,96.12694,16.797409057617,96.126937866211,1,UMTS,MPT,1000,0.1409194125331355,0.4278622542349268,147.19647114076014,0.0674324842638221,0.6987495788670635,0.9422543878757326,0.0,0.7352753002183637,0.55,Yangon City,Yangon (West),MMR013D004,1289.771240234375,1289.771240234375,1289.771240234375,0.0,0.0,0.0,0.0
3822,Kyeemyindaing,16.79767,96.1226,16.797667,96.122604,4,UMTS,MPT,1000,0.0366274148630884,0.1111268559712443,147.31950464836092,0.0673656081538268,0.7043790128275427,0.9390745709264215,0.0,0.7395833465423745,0.55,Yangon City,Yangon (West),MMR013D004,2564.3735961914062,2564.3735961914062,641.0933990478516,0.0,0.0,0.0,459.1898498535156
3823,Kyeemyindaing,16.79878,96.12282,16.798782348633,96.122817993164,2,UMTS,Ooredoo,1000,0.1260959518668384,0.3828433187204323,147.33669560781354,0.0673393283105777,0.7051655901823054,0.9378250202125058,0.0,0.7400645046868355,0.55,Yangon City,Yangon (West),MMR013D004,3327.7572326660156,3327.7572326660156,1663.8786163330078,0.0,0.0,0.0,0.0
3824,Kyeemyindaing,16.79878,96.12556,16.798782348633,96.125564575195,4,"GSM, UMTS","MPT, Telenor",1000,0.0730698631133939,0.2218027814318149,147.26213280153416,0.0673773960810746,0.7017539472726377,0.9396350618231318,0.0,0.7374361144552118,0.55,Yangon City,Yangon (West),MMR013D004,2422.739013671875,2422.739013671875,605.6847534179688,0.0,0.0,0.0,0.0
3825,Kyeemyindaing,16.79878,96.12625,16.798782,96.126251,1,UMTS,Ooredoo,1000,0.0730698631133939,0.2218027814318149,147.24343428539797,0.0673869173850032,0.7008983912229051,0.9400877795965472,0.0,0.7367767994789514,0.55,Yangon City,Yangon (West),MMR013D004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3826,Kyeemyindaing,16.79878,96.12694,16.798782348633,96.126937866211,3,"GSM, UMTS","MPT, Telenor",1000,0.0731168507324388,0.2219454831017815,147.22471545443273,0.0673964258111212,0.700041905662255,0.9405398850574248,0.0,0.7361166025715304,0.55,Yangon City,Yangon (West),MMR013D004,2282.4143981933594,2282.4143981933594,760.8047993977865,0.0,0.0,0.0,0.0
3827,Kyeemyindaing,16.80016,96.12556,16.800155639648,96.125564575195,2,UMTS,"Ooredoo, Telenor",1000,0.0730693349294593,0.2218011773341602,147.29047462667003,0.0673413691544379,0.7030507357332214,0.9379220580022,0.0,0.7382814340735682,0.55,Yangon City,Yangon (West),MMR013D004,2545.615997314453,2545.615997314453,1272.8079986572266,0.0,0.0,0.0,0.0
3828,Kyeemyindaing,16.80016,96.12625,16.800156,96.126251,1,UMTS,Ooredoo,1000,0.0680568780644031,0.2065783169335384,147.27178290652472,0.0673508644233664,0.7021954906360303,0.9383735378666735,0.0,0.7376221977206268,0.55,Yangon City,Yangon (West),MMR013D004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3829,Kyeemyindaing,16.80053,96.12239,16.800527,96.122391,1,UMTS,MPT,1000,0.1203249584506438,0.3653167784403392,147.38432030322207,0.0672876864777458,0.7073446719862656,0.9353695607764826,0.0,0.741548405304798,0.55,Yangon City,Yangon (West),MMR013D004,1562.4214324951172,1562.4214324951172,1562.4214324951172,0.0,0.0,0.0,0.0
3830,Kyeemyindaing,16.80153,96.12144,16.801528930664,96.121444702148,1,UMTS,MPT,1000,0.1461845773850516,0.4438525902487372,147.43069959508017,0.0672483422465214,0.7094667699881869,0.9334988261701516,0.0,0.7430715784154815,0.55,Yangon City,Yangon (West),MMR013D004,9727.576665401459,9727.576665401459,9727.576665401459,0.0,0.0,0.0,891.538281917572
3831,Kyeemyindaing,16.80153,96.12282,16.801528930664,96.122817993164,3,UMTS,Ooredoo,1000,0.1203249584506438,0.3653167784403392,147.39352351702766,0.0672673505470926,0.7077657677133813,0.9344026304784177,0.0,0.7417612971281368,0.55,Yangon City,Yangon (West),MMR013D004,1747.8025207519531,1747.8025207519531,582.600840250651,0.0,0.0,0.0,0.0
3832,Kyeemyindaing,16.80153,96.12556,16.801528930664,96.125564575195,3,UMTS,"Ooredoo, Telenor",1000,0.1272148896461593,0.3862415392079402,147.31889856824006,0.0673053588696747,0.7043512814551575,0.9362098454669976,0.0,0.7391300660569334,0.55,Yangon City,Yangon (West),MMR013D004,1611.9829406738281,1611.9829406738281,537.327646891276,0.0,0.0,0.0,0.0
